date,home_team,away_team,competition,neutral,home_confederation,away_confederation,home_fifa_rank,away_fifa_rank,tournament_stage,home_form_last5,away_form_last5,home_goals_for_last5,away_goals_for_last5,home_goals_against_last5,away_goals_against_last5,home_rest_days,away_rest_days,home_elo_pre,away_elo_pre,elo_diff_home_away,elo_win_prob,form_diff_home_away,goal_balance_diff,rank_diff,competition_weight,is_same_confederation,home_score,away_score,target,match_weight
2010-06-20,Slovakia,Paraguay,FIFA World Cup,1,UEFA,CONMEBOL,38,45,Group Stage,1.25,1.6,1.25,1.4,0.75,1.0,5,6,1501.4346011451944,1525.918252467832,-24.48365132263757,0.4648234027330592,-0.3500000000000001,0.10000000000000009,-7,5,0,0,2,A,0.004203
2010-06-20,Italy,New Zealand,FIFA World Cup,1,UEFA,OFC,10,72,Group Stage,0.75,0.8,0.75,0.8,1.0,1.6,6,5,1491.0924174617555,1471.2867769083414,19.80564055341415,0.5284717740391704,-0.050000000000000044,0.55,-62,5,0,1,1,D,0.004203
2010-06-20,Lithuania,Estonia,Baltic Cup,0,UEFA,UEFA,75,75,Unknown,0.5,1.25,0.0,0.75,2.0,0.5,2,1,1467.0435896746098,1503.6485719531343,-36.6049822785244,0.5902335776098437,-0.75,-2.25,0,2,1,2,0,H,0.004203
2010-06-20,Brazil,Côte d'Ivoire,FIFA World Cup,1,CONMEBOL,CAF,5,33,Group Stage,3.0,1.0,3.0,1.2,0.5,1.4,5,5,1616.006249650383,1544.1191400957835,71.88710955459965,0.6020024024440641,2.0,2.7,-28,5,0,3,1,H,0.004203
2010-06-20,Sudan,Tunisia,International Friendly,0,CAF,CAF,75,48,Unknown,1.0,0.8,1.0,1.0,1.0,1.2,16,21,1494.3974000078847,1478.9382905309972,15.459109476887534,0.6603010449852963,0.19999999999999996,0.19999999999999996,27,1,1,2,6,A,0.004203
2010-06-21,Chile,Switzerland,FIFA World Cup,1,CONMEBOL,UEFA,40,17,Group Stage,2.4,1.0,1.6,0.75,0.2,1.25,5,5,1589.2510054547802,1462.9324362081938,126.31856924658632,0.67417913900494,1.4,1.9000000000000001,23,5,0,1,0,H,0.004207
2010-06-21,Portugal,Korea DPR,FIFA World Cup,1,UEFA,AFC,6,75,Group Stage,2.2,0.4,1.6,0.8,0.2,1.6,6,6,1562.1172186388217,1464.223066102961,97.89415253586071,0.6372675425749127,1.8000000000000003,2.2,-69,5,0,7,0,H,0.004207
2010-06-21,Spain,Honduras,FIFA World Cup,1,UEFA,CONCACAF,3,49,Group Stage,2.4,0.4,2.4,0.4,0.6,1.4,5,5,1580.963261937689,1438.391791428529,142.57147050916,0.6943864716690196,2.0,2.8,-46,5,0,2,0,H,0.004207
2010-06-22,Greece,Argentina,FIFA World Cup,1,UEFA,CONMEBOL,52,1,Group Stage,0.8,3.0,0.8,3.0,1.8,0.2,5,5,1446.4000025804087,1647.5229015007196,-201.12289892031094,0.23907518482008125,-2.2,-3.8,51,5,0,0,2,A,0.004211
2010-06-22,Mexico,Uruguay,FIFA World Cup,1,CONCACAF,CONMEBOL,18,16,Group Stage,2.0,2.5,2.2,2.5,1.0,0.5,5,6,1634.073922822345,1606.445363752078,27.628559070266874,0.5396770932042362,-0.5,-0.7999999999999998,2,5,0,0,1,A,0.004211
2010-06-22,Nigeria,Korea Republic,FIFA World Cup,1,CAF,AFC,35,26,Group Stage,1.0,1.2,1.0,1.0,1.0,1.2,5,5,1523.5055964244182,1566.4037148580883,-42.898118433670106,0.4385764624883208,-0.19999999999999996,0.19999999999999996,9,5,0,2,2,D,0.004211
2010-06-22,South Africa,France,FIFA World Cup,0,CAF,UEFA,41,2,Group Stage,2.0,1.0,1.8,0.6,1.0,1.0,6,5,1548.331031896018,1454.4837868544262,93.8472450415918,0.75322266616308,1.0,1.2000000000000002,39,5,0,2,1,H,0.004211
2010-06-23,Australia,Serbia,FIFA World Cup,1,AFC,UEFA,27,23,Group Stage,1.4,1.4,1.0,1.0,1.8,1.0,4,5,1482.0463608953798,1568.5185728598483,-86.47221196446844,0.37806391406606255,0.0,-0.8,4,5,0,2,1,H,0.004215
2010-06-23,Ghana,Germany,FIFA World Cup,1,CAF,UEFA,43,9,Group Stage,1.4,2.4,1.0,2.6,1.4,0.4,4,5,1529.6297109007594,1572.128218593038,-42.49850769227851,0.4391429495091924,-1.0,-2.6,34,5,0,0,1,A,0.004215
2010-06-23,Slovenia,England,FIFA World Cup,1,UEFA,UEFA,59,4,Group Stage,2.5,2.2,2.5,1.8,1.0,0.8,5,5,1553.8639435350533,1563.676453039905,-9.812509504851732,0.48588241710441354,0.2999999999999998,0.5,55,5,1,0,1,A,0.004215
2010-06-23,United States,Algeria,FIFA World Cup,1,CONCACAF,CAF,13,44,Group Stage,1.6,0.8,2.0,0.2,1.8,1.4,5,5,1496.1760635149253,1431.9386733117892,64.2373902031361,0.5914058520987362,0.8,1.4,-31,5,0,1,0,H,0.004215
2010-06-24,Denmark,Japan,FIFA World Cup,1,UEFA,AFC,20,15,Group Stage,1.2,0.6,0.8,0.4,1.0,1.4,5,5,1479.3924018294858,1419.4896454830866,59.9027563463992,0.5853628193074678,0.6,0.7999999999999999,5,5,0,1,3,A,0.004219
2010-06-24,Paraguay,New Zealand,FIFA World Cup,1,CONMEBOL,OFC,45,72,Group Stage,1.6,1.0,1.6,1.0,1.0,1.4,4,4,1553.8076566318155,1472.4256478699083,81.38200876190717,0.6150221540913321,0.6000000000000001,1.0,-27,5,0,0,0,D,0.004219
2010-06-24,Slovakia,Italy,FIFA World Cup,1,UEFA,UEFA,38,10,Group Stage,1.0,0.8,1.0,0.8,1.0,1.0,4,4,1473.545196981211,1489.9535465001886,-16.40834951897773,0.4764040270216994,0.19999999999999996,0.19999999999999996,28,5,1,3,2,H,0.004219
2010-06-24,Cameroon,Netherlands,FIFA World Cup,1,CAF,UEFA,47,8,Group Stage,0.2,3.0,1.2,3.0,2.2,0.6,5,5,1432.9705727435867,1611.471453961431,-178.50088121784438,0.2635625329034756,-2.8,-3.4000000000000004,39,5,0,1,2,A,0.004219
2010-06-25,Portugal,Brazil,FIFA World Cup,1,UEFA,CONMEBOL,6,5,Group Stage,2.2,3.0,2.6,3.0,0.2,0.6,4,5,1594.7631398070796,1639.8861055037391,-45.12296569665955,0.4354254915799373,-0.7999999999999998,0.0,1,5,0,0,0,D,0.004223
2010-06-25,Switzerland,Honduras,FIFA World Cup,1,UEFA,CONCACAF,17,49,Group Stage,0.8,0.4,0.6,0.4,1.2,1.6,4,4,1449.8996017683914,1420.05497972867,29.844622039721344,0.5428445355427335,0.4,0.6000000000000002,-32,5,0,0,0,D,0.004223
2010-06-25,Chile,Spain,FIFA World Cup,1,CONMEBOL,UEFA,40,3,Group Stage,3.0,2.4,1.8,2.4,0.0,0.6,4,4,1602.2838398945826,1599.3000736375477,2.9837662570348584,0.5042938792533088,0.6000000000000001,2.220446049250313e-16,37,5,0,1,2,A,0.004223
2010-06-25,Korea DPR,Côte d'Ivoire,FIFA World Cup,1,AFC,CAF,75,33,Group Stage,0.2,1.0,0.8,1.0,3.0,1.4,4,5,1431.577144934703,1520.2392842424274,-88.66213930772437,0.37510437840041483,-0.8,-1.8000000000000003,42,5,0,0,3,A,0.004223
2010-06-26,China PR,Tajikistan,International Friendly,0,UNKNOWN,AFC,75,75,Unknown,2.0,1.8,1.2,1.6,0.4,1.0,22,119,1571.3408225194592,1557.9526008041287,13.388221715330474,0.6576220369938551,0.19999999999999996,0.19999999999999984,0,1,0,4,0,H,0.004227
2010-06-26,Uruguay,Korea Republic,FIFA World Cup,1,CONMEBOL,AFC,16,26,Group Stage,2.6,0.8,2.2,1.0,0.4,1.6,4,4,1628.0324474802476,1563.9467733576212,64.08567412262641,0.5911947951210743,1.8,2.4000000000000004,-10,5,0,2,1,H,0.004227
2010-06-26,United States,Ghana,FIFA World Cup,1,CONCACAF,CAF,13,43,Group Stage,2.2,1.4,1.8,0.8,1.0,1.2,3,3,1512.519829430976,1512.0639929203917,0.45583651058427677,0.5006560010949183,0.8000000000000003,1.2,-30,5,0,1,2,A,0.004227
2010-06-27,Argentina,Mexico,FIFA World Cup,1,CONMEBOL,CONCACAF,1,18,Group Stage,3.0,2.0,3.2,2.0,0.2,0.8,5,5,1661.8674125899245,1612.4868390941754,49.380573495749104,0.5705896793475811,1.0,1.8,-17,5,0,3,1,H,0.004231
2010-06-27,Germany,England,FIFA World Cup,1,UEFA,UEFA,9,4,Group Stage,2.4,2.2,2.2,1.4,0.4,0.6,4,4,1589.6939365734056,1583.1117497240816,6.582186849323989,0.5094713952087311,0.19999999999999973,1.0000000000000004,5,5,1,4,1,H,0.004231
2010-06-28,Brazil,Chile,FIFA World Cup,1,CONMEBOL,CONMEBOL,5,40,Group Stage,2.6,2.4,2.6,1.4,0.6,0.4,3,3,1637.3031251669368,1582.1120847244501,55.19104044248661,0.5787648822969772,0.20000000000000018,1.0,-35,5,1,3,0,H,0.004235
2010-06-28,Netherlands,Slovakia,FIFA World Cup,1,UEFA,UEFA,8,38,Group Stage,3.0,1.6,3.0,1.6,0.6,1.2,4,4,1622.0139552775702,1494.489035900343,127.5249193772272,0.6757026884094302,1.4,1.9999999999999998,-30,5,1,2,1,H,0.004235
2010-06-29,Paraguay,Japan,FIFA World Cup,1,CONMEBOL,AFC,45,15,Group Stage,1.8,1.2,1.4,1.0,0.6,1.2,5,5,1549.2067704681622,1454.6114146415348,94.59535582662738,0.6328666587350169,0.6000000000000001,0.9999999999999999,30,5,0,0,0,D,0.004239
2010-06-29,Spain,Portugal,FIFA World Cup,1,UEFA,UEFA,3,6,Group Stage,2.4,2.2,2.2,2.6,0.4,0.2,4,4,1619.4718288076801,1597.3461201438822,22.125708663797923,0.5317984795749565,0.19999999999999973,-0.5999999999999996,-3,5,1,1,0,H,0.004239
2010-07-01,Tunisia,Botswana,African Cup of Nations qualification,0,CAF,CAF,48,75,Unknown,1.4,2.0,2.0,0.5,1.2,0.0,11,102,1528.4608689048944,1525.897914649147,2.5629542557473997,0.6434568786050144,-0.6000000000000001,0.30000000000000004,-27,2,1,0,1,A,0.004247
2010-07-01,Chad,Togo,African Cup of Nations qualification,0,CAF,CAF,75,75,Unknown,1.0,0.0,1.0,0.5,1.0,2.5,12,41,1506.5949562350188,1453.5991630984763,52.99579313654249,0.7069702780318977,1.0,2.0,0,2,1,2,2,D,0.004247
2010-07-02,Netherlands,Brazil,FIFA World Cup,1,UEFA,CONMEBOL,8,5,Group Stage,3.0,2.6,2.6,2.6,0.6,0.6,4,4,1634.985847741193,1666.7895834061483,-31.803735664955184,0.4543581562797944,0.3999999999999999,0.0,3,5,0,2,1,H,0.004251
2010-07-02,Uruguay,Ghana,FIFA World Cup,1,CONMEBOL,CAF,16,43,Group Stage,2.6,2.0,2.0,1.0,0.4,0.6,6,6,1644.3846556754047,1532.0902329641883,112.29442271121638,0.6562029625540825,0.6000000000000001,1.2000000000000002,-27,5,0,1,1,D,0.004251
2010-07-03,Argentina,Germany,FIFA World Cup,1,CONMEBOL,UEFA,1,9,Group Stage,3.0,2.4,3.0,2.4,0.4,0.6,6,6,1687.6320318290695,1624.0309389087945,63.60109292027505,0.5905204542391618,0.6000000000000001,0.8000000000000003,-8,5,0,0,4,A,0.004255
2010-07-03,Paraguay,Spain,FIFA World Cup,1,CONMEBOL,UEFA,45,3,Group Stage,1.8,2.4,1.0,2.2,0.2,0.4,4,4,1543.8921041187616,1638.1998896246819,-94.30778550592026,0.3675180492803437,-0.5999999999999999,-1.0000000000000002,42,5,0,0,1,A,0.004255
2010-07-03,Saint Martin,Saint Barthélemy,International Friendly,0,UNKNOWN,UNKNOWN,75,75,Unknown,1.5,1.5,1.0,1.0,1.0,1.0,7,7,1500.0,1500.0,0.0,0.6400649998028851,0.0,0.0,0,1,1,3,0,H,0.004255
2010-07-06,Uruguay,Netherlands,FIFA World Cup,1,CONMEBOL,UEFA,16,8,Group Stage,2.2,3.0,1.4,1.8,0.4,0.6,4,4,1638.1365371732413,1656.8115214900013,-18.674984316759947,0.473150389833138,-0.7999999999999998,-0.2000000000000003,8,5,0,2,3,A,0.004267
2010-07-07,Germany,Spain,FIFA World Cup,1,UEFA,UEFA,9,3,Group Stage,2.4,2.4,2.6,1.2,0.4,0.4,4,4,1668.3199729767316,1652.9006115958957,15.41936138083588,0.522175687414398,0.0,1.4000000000000004,6,5,1,0,1,A,0.004271
2010-07-09,Botswana,Chad,African Cup of Nations qualification,0,CAF,CAF,75,75,Unknown,2.3333333333333335,1.0,0.6666666666666666,1.5,0.0,1.5,8,8,1551.6361897933475,1498.316145113743,53.32004467960451,0.7073568075880461,1.3333333333333335,0.6666666666666666,0,2,1,1,0,H,0.004279
2010-07-09,Togo,Malawi,African Cup of Nations qualification,0,CAF,CAF,75,93,Unknown,0.3333333333333333,0.6,1.0,1.0,2.3333333333333335,1.6,8,58,1461.877974219752,1447.0603947918964,14.817579427855662,0.659472214773265,-0.26666666666666666,-0.7333333333333334,-18,2,1,1,1,D,0.004279
2010-07-10,Uruguay,Germany,FIFA World Cup,1,CONMEBOL,UEFA,16,9,Group Stage,2.0,1.8,1.8,1.8,1.0,0.6,4,3,1619.2105215799158,1647.4329454801557,-28.222423900239846,0.4594737643522593,0.19999999999999996,-0.40000000000000013,7,5,0,2,3,A,0.004283
2010-07-11,Netherlands,Spain,FIFA World Cup,1,UEFA,UEFA,8,3,Group Stage,3.0,3.0,2.0,1.4,1.0,0.2,5,4,1675.7375370833267,1673.7876390924716,1.9498979908551064,0.5028060993175445,0.0,-0.19999999999999996,5,5,1,0,1,A,0.004287
2010-08-04,Botswana,Zimbabwe,International Friendly,0,CAF,CAF,75,79,Unknown,2.5,0.75,0.75,0.5,0.0,3.25,26,63,1563.3419174898256,1415.4237455009074,147.91817198891817,0.8064540107254281,1.75,3.5,-4,1,1,2,0,H,0.004386
2010-08-08,Anguilla,Saint Martin,International Friendly,0,UNKNOWN,UNKNOWN,75,75,Unknown,1.5,3.0,1.0,3.0,1.0,0.0,7,36,1500.0,1525.195450013798,-25.19545001379811,0.6060192268906317,-1.5,-3.0,0,1,1,1,3,A,0.004403
2010-08-10,Bosnia and Herzegovina,Qatar,International Friendly,0,UEFA,AFC,67,76,Unknown,1.0,0.5,1.6666666666666667,0.5,2.6666666666666665,2.0,68,160,1479.5332675940983,1469.7196720153265,9.81359557877181,0.6529740596662695,0.5,0.5000000000000002,-9,1,0,1,1,D,0.004411
2010-08-10,Italy,Côte d'Ivoire,International Friendly,1,UEFA,CAF,10,33,Unknown,0.6,1.6,1.2,1.6,1.6,1.0,47,46,1469.0097075810565,1546.4965907304565,-77.4868831494,0.3903002388276706,-1.0,-1.0000000000000002,-23,1,0,0,1,A,0.004411
2010-08-10,United States,Brazil,International Friendly,0,CONCACAF,CONMEBOL,13,5,Unknown,1.6,2.0,1.6,1.8,1.2,0.8,45,39,1492.4935893871793,1644.96390965734,-152.47032027016076,0.4250580226656909,-0.3999999999999999,-0.5999999999999999,8,1,0,0,2,A,0.004411
2010-08-11,Norway,France,International Friendly,0,UEFA,UEFA,54,2,Unknown,2.0,0.4,1.0,0.4,0.6666666666666666,1.2,70,50,1511.2718786469827,1444.6126935009493,66.65918514603345,0.7229951278503852,1.6,1.1333333333333333,52,1,1,2,1,H,0.004415
2010-08-11,Saudi Arabia,Togo,International Friendly,0,AFC,CAF,63,75,Unknown,1.3333333333333333,0.5,1.3333333333333333,1.0,1.0,2.0,74,33,1509.6367616885427,1455.4990856288216,54.137676059721116,0.7083301502608605,0.8333333333333333,1.3333333333333333,-12,1,0,1,0,H,0.004415
2010-08-11,Montenegro,Northern Ireland,International Friendly,0,UEFA,UNKNOWN,73,75,Unknown,0.0,0.0,0.6666666666666666,0.0,1.6666666666666667,1.3333333333333333,74,73,1450.358870638287,1451.1242042257466,-0.7653335874595086,0.6390494014196645,0.0,0.33333333333333326,-2,1,0,2,0,H,0.004415
2010-08-11,Morocco,Equatorial Guinea,International Friendly,0,CAF,CAF,12,75,Unknown,1.5,1.5,1.0,1.0,1.0,1.0,7,7,1500.0,1500.0,0.0,0.6400649998028851,0.0,0.0,-63,1,1,2,1,H,0.004415
2010-08-11,Poland,Cameroon,International Friendly,0,UEFA,CAF,24,47,Unknown,1.6,0.0,1.6,1.2,1.4,2.4,64,48,1543.719443484384,1422.4280714274475,121.29137205693655,0.781402037700071,1.6,1.4000000000000001,-23,1,0,0,3,A,0.004415
2010-08-11,Moldova,Georgia,International Friendly,0,UEFA,UEFA,75,69,Unknown,1.3333333333333333,2.0,1.3333333333333333,1.0,1.3333333333333333,0.5,74,78,1503.3913356698051,1514.1284563645215,-10.737120694716396,0.6257058620002677,-0.6666666666666667,-0.5,6,1,1,0,0,D,0.004415
2010-08-11,Panama,Venezuela,International Friendly,0,CONCACAF,CONMEBOL,46,36,Unknown,1.5,2.2,1.5,1.4,1.5,0.4,161,74,1512.3125261476407,1562.5920093568054,-50.27948320916471,0.5710690798024073,-0.7000000000000002,-0.9999999999999999,10,1,0,3,1,H,0.004415
2010-08-11,Paraguay,Costa Rica,International Friendly,0,CONMEBOL,CONCACAF,45,50,Unknown,1.2,0.75,0.6,1.0,0.4,2.0,39,67,1529.1913821475478,1468.1180242102353,61.073357937312494,0.7165094774514064,0.44999999999999996,1.2,-5,1,0,2,0,H,0.004415
2010-08-11,Wales,Luxembourg,International Friendly,0,UEFA,UEFA,75,75,Unknown,0.0,0.5,0.0,0.5,1.5,1.0,80,68,1460.1278860487023,1471.0370311330653,-10.90914508436299,0.6254739180757208,-0.5,-1.0,0,1,1,5,1,H,0.004415
2010-08-11,Mozambique,Eswatini,International Friendly,0,CAF,CAF,84,75,Unknown,0.2,1.5,0.4,1.0,2.2,1.0,64,7,1376.2331928216797,1500.0,-123.76680717832028,0.4658500658671232,-1.3,-1.8000000000000003,9,1,1,2,1,H,0.004415
2010-08-11,Mexico,Spain,International Friendly,0,CONCACAF,UEFA,18,3,Unknown,1.4,3.0,1.2,1.2,1.2,0.2,45,31,1586.7222198550303,1693.8998830651735,-107.17766321014324,0.48967198157388103,-1.6,-1.0,15,1,0,1,1,D,0.004415
2010-08-11,Czechia,Latvia,International Friendly,0,UEFA,UEFA,34,75,Unknown,1.0,0.6,1.6666666666666667,0.2,1.6666666666666667,0.6,78,53,1506.009222191838,1474.0833027710376,31.925919420800483,0.681229237880473,0.4,0.39999999999999997,-41,1,1,4,1,H,0.004415
2010-08-11,Slovakia,Croatia,International Friendly,0,UEFA,UEFA,38,11,Unknown,1.4,2.5,1.6,1.0,1.4,0.0,44,77,1481.5171434367203,1569.0590569930112,-87.54191355629087,0.5179209476649256,-1.1,-0.7999999999999998,27,1,1,1,1,D,0.004415
2010-08-11,Slovenia,Australia,International Friendly,0,UEFA,AFC,59,27,Unknown,2.0,1.4,2.0,1.0,1.0,1.8,49,49,1534.4286468508767,1506.9238043327373,27.504842518139412,0.6756773628363271,0.6000000000000001,1.8,32,1,0,2,0,H,0.004415
2010-08-11,South Africa,Ghana,International Friendly,0,CAF,CAF,41,43,Unknown,2.0,1.6,1.8,1.0,1.0,0.8,50,40,1558.2021252494949,1538.3383514663517,19.863773783143188,0.6659650017922174,0.3999999999999999,0.6000000000000001,-2,1,1,1,0,H,0.004415
2010-08-11,Sweden,Scotland,International Friendly,0,UEFA,UEFA,53,32,Unknown,2.6,3.0,1.6,1.0,0.6,0.0,70,161,1600.1175307100625,1514.3974000078847,85.72013070217781,0.7444240128349932,-0.3999999999999999,0.0,21,1,1,3,0,H,0.004415
2010-08-11,Tanzania,Kenya,International Friendly,0,CAF,CAF,88,75,Unknown,0.0,0.0,1.0,1.0,3.0,3.0,65,208,1414.5237672796518,1439.0834234182144,-24.55965613856256,0.6068927300911485,0.0,0.0,13,1,1,1,1,D,0.004415
2010-08-11,Thailand,Singapore,International Friendly,0,AFC,AFC,96,75,Unknown,0.8,0.0,0.4,0.75,1.6,3.0,87,161,1439.3120385936927,1408.3626694431296,30.949369150563143,0.6800072593059322,0.8,1.0499999999999998,21,1,1,1,0,H,0.004415
2010-08-11,Trinidad and Tobago,Jamaica,International Friendly,0,CONCACAF,CONCACAF,83,60,Unknown,0.0,1.0,0.0,0.6666666666666666,2.0,1.3333333333333333,98,105,1479.0355862834738,1471.728808412423,7.306777871050826,0.6496969685133592,-1.0,-1.3333333333333335,23,1,1,1,3,A,0.004415
2010-08-11,Turkey,Romania,International Friendly,0,UEFA,UEFA,25,37,Unknown,2.25,0.75,1.75,1.25,0.75,1.5,74,67,1545.2774371525136,1476.5560385003412,68.72139865217241,0.7253662770186299,1.5,1.25,-12,1,1,2,0,H,0.004415
2010-08-11,Uganda,Zambia,International Friendly,0,CAF,CAF,89,87,Unknown,3.0,1.0,3.0,1.0,2.0,1.6,161,77,1524.2183798401136,1502.232612825813,21.985767014300563,0.6686768047535088,2.0,1.6,2,1,1,1,1,D,0.004415
2010-08-11,Ukraine,Netherlands,International Friendly,0,UEFA,UEFA,29,8,Unknown,3.0,2.4,2.6666666666666665,1.8,0.6666666666666666,1.2,70,31,1563.6655154102941,1655.6252931106249,-91.95977770033073,0.5115687449266559,0.6000000000000001,1.4,21,1,1,1,1,D,0.004415
2010-08-11,Senegal,Cape Verde Islands,International Friendly,0,CAF,CAF,19,70,Unknown,1.0,1.0,0.6666666666666666,0.0,1.0,0.0,76,79,1495.9192748000182,1507.083528269052,-11.164253469033838,0.6251298442352485,0.0,-0.33333333333333337,-51,1,1,1,0,H,0.004415
2010-08-11,Russia,Bulgaria,International Friendly,0,UEFA,UEFA,75,75,Unknown,1.0,0.3333333333333333,1.0,0.6666666666666666,1.0,1.6666666666666667,161,79,1505.6025999921153,1478.9798584569878,26.62274153512749,0.6745636395837518,0.6666666666666667,1.0,0,1,1,1,0,H,0.004415
2010-08-11,Mauritania,Palestine,International Friendly,0,CAF,AFC,75,75,Unknown,1.5,1.0,1.0,1.0,1.0,1.0,7,68,1500.0,1505.6025999921153,-5.602599992115302,0.6326018540132218,0.5,0.0,0,1,0,0,0,D,0.004415
2010-08-11,Denmark,Germany,International Friendly,0,UEFA,UEFA,20,9,Unknown,0.6,2.4,0.6,2.4,1.6,0.8,48,32,1444.2706326710377,1665.811896054246,-221.5412633832084,0.33189033012494285,-1.7999999999999998,-2.5999999999999996,11,1,1,2,2,D,0.004415
2010-08-11,Mali,Guinea,International Friendly,1,CAF,CAF,56,62,Unknown,0.8,1.5,1.6,1.0,1.8,1.0,161,7,1488.189443614638,1500.0,-11.810556385361906,0.4830097869730941,-0.7,-0.19999999999999996,-6,1,1,0,2,A,0.004415
2010-08-11,Serbia,Greece,International Friendly,0,UEFA,UEFA,23,52,Unknown,1.4,0.8,1.2,0.8,1.2,1.8,49,50,1543.6411294224908,1432.0554914912038,111.58563793128701,0.7717087241933474,0.5999999999999999,1.0,-29,1,1,0,1,A,0.004415
2010-08-11,Burkina Faso,Congo,International Friendly,1,CAF,CAF,58,80,Unknown,0.5,1.5,0.0,1.0,0.5,1.0,204,7,1481.3995154429595,1500.0,-18.600484557040545,0.47325729567277125,-1.0,-0.5,-22,1,1,3,0,H,0.004415
2010-08-11,Bolivia,Colombia,International Friendly,0,CONMEBOL,CONMEBOL,51,14,Unknown,0.0,0.5,0.0,1.0,5.0,1.5,168,73,1460.0,1491.7314487927945,-31.73144879279448,0.5970011594986977,-0.5,-4.5,37,1,1,1,1,D,0.004415
2010-08-11,Benin,Niger,International Friendly,0,CAF,CAF,78,75,Unknown,0.8,2.0,0.6,1.5,1.4,0.5,157,53,1447.5415980597609,1512.4174612709048,-64.87586321114395,0.5503761933561611,-1.2,-1.7999999999999998,3,1,1,0,0,D,0.004415
2010-08-11,Algeria,Gabon,International Friendly,0,CAF,CAF,44,75,Unknown,0.8,1.6,0.2,1.2,1.0,0.6,49,82,1415.5949073957386,1560.330091299372,-144.73518390363347,0.43597432513254436,-0.8,-1.4,-31,1,1,1,2,A,0.004415
2010-08-11,Austria,Switzerland,International Friendly,0,UEFA,UEFA,22,17,Unknown,1.5,1.0,1.0,0.4,1.0,0.6,84,47,1489.394415751378,1448.185820346682,41.20859540469587,0.6927190472107421,0.5,0.19999999999999996,5,1,1,0,1,A,0.004415
2010-08-11,Armenia,IR Iran,International Friendly,0,UEFA,AFC,75,31,Unknown,1.5,3.0,2.0,1.6666666666666667,2.0,0.3333333333333333,78,161,1492.009147031982,1566.886676302676,-74.87752927069414,0.5360912626303928,-1.5,-1.3333333333333335,44,1,0,1,3,A,0.004415
2010-08-11,Angola,Uruguay,International Friendly,1,CAF,CONMEBOL,75,16,Unknown,1.0,1.4,0.6,1.6,0.6,1.6,90,32,1465.2858765986796,1600.8315710058255,-135.5456944071459,0.31426304718119913,-0.3999999999999999,0.0,59,1,0,0,2,A,0.004415
2010-08-11,China PR,Bahrain,International Friendly,0,UNKNOWN,AFC,75,75,Unknown,2.4,0.75,2.0,1.25,0.4,2.25,46,161,1597.01916974492,1442.3356227448478,154.68354700007217,0.8124602774102673,1.65,2.6,0,1,0,1,1,D,0.004415
2010-08-11,Azerbaijan,Kuwait,International Friendly,0,UEFA,AFC,75,75,Unknown,1.6,1.5,1.2,1.75,1.0,1.0,70,161,1523.9382641726793,1535.7184138682371,-11.780149695557839,0.6242986422048478,0.10000000000000009,-0.55,0,1,0,1,1,D,0.004415
2010-08-11,Cyprus,Andorra,International Friendly,0,UEFA,UEFA,75,75,Unknown,1.0,0.0,0.0,0.0,0.0,2.5,161,70,1494.3974000078847,1464.61972730518,29.77767270270465,0.6785378240948811,1.0,2.5,0,1,1,1,0,H,0.004415
2010-08-11,Chad,Tunisia,African Cup of Nations qualification,0,CAF,CAF,75,48,Unknown,0.6666666666666666,1.2,1.0,1.8,1.3333333333333333,1.2,33,41,1486.610417417265,1502.7225937606938,-16.112176343428928,0.6184317561981579,-0.5333333333333333,-0.9333333333333333,27,2,1,1,3,A,0.004415
2010-08-11,Egypt,DR Congo,International Friendly,0,CAF,CAF,42,57,Unknown,2.4,0.0,2.2,1.0,0.8,3.5,161,82,1625.7847939547469,1448.9616572206805,176.82313673406634,0.831111056785623,2.4,3.9000000000000004,-15,1,1,6,3,H,0.004415
2010-08-11,England,Hungary,International Friendly,0,UEFA,UEFA,4,30,Unknown,1.6,0.3333333333333333,1.0,0.6666666666666666,1.2,3.3333333333333335,45,67,1548.7747473886927,1431.814920646398,116.95982674229481,0.7771130524341461,1.2666666666666668,2.466666666666667,-26,1,1,2,1,H,0.004415
2010-08-11,Estonia,Faroe Islands,UEFA Euro Qualification,0,UEFA,UEFA,75,75,Unknown,1.0,0.5,0.6,0.0,0.8,1.0,52,68,1479.0625866097248,1484.3263258635818,-5.263739253857011,0.633055097856807,0.5,0.7999999999999999,0,2,1,2,1,H,0.004415
2010-08-11,Finland,Belgium,International Friendly,0,UEFA,UEFA,65,7,Unknown,1.0,1.5,0.5,1.0,1.25,1.0,74,84,1483.3018425009752,1489.283313966067,-5.981471465091772,0.6320948160606122,-0.5,-0.75,58,1,1,1,0,H,0.004415
2010-08-11,Iceland,Liechtenstein,International Friendly,0,UEFA,UEFA,68,75,Unknown,2.0,1.5,1.5,1.0,0.0,1.0,74,7,1553.8883136562356,1500.0,53.888313656235596,0.7080335006672853,0.5,1.5,-7,1,1,1,1,D,0.004415
2010-08-11,Ireland,Argentina,International Friendly,0,UEFA,CONMEBOL,75,1,Unknown,2.0,2.4,1.6666666666666667,2.0,1.0,1.2,75,39,1507.1723905524877,1643.3429977611324,-136.1706072086447,0.4481335587848865,-0.3999999999999999,-0.1333333333333333,74,1,0,0,1,A,0.004415
